lat,lng
18.987807,72.83644699999999
28.651952,77.231495
22.562627,88.36304399999999
13.084622,80.248357
12.977063000000001,77.587106
17.384052,78.456355
23.025793,72.587265
22.576882,88.318566
18.513271,73.849852
21.195944,72.830232
26.430065999999997,80.267176
26.884682,75.78933599999999
26.839281,80.92313299999999
21.203096,79.08928399999999
25.615379,85.101027
22.717736,75.85859
22.299405,73.208119
23.254688,77.40289200000001
11.005547,76.966122
30.912042,75.853789
27.187934999999996,78.00394399999999
19.243703,73.135537
17.704051999999997,83.297663
9.947743,76.25380200000001
19.999963,73.776887
28.980017999999998,77.706356
28.411236,77.313162
25.31774,83.005811
28.665353000000003,77.439148
23.683332999999998,86.983333
22.802776,86.185448
9.917347,78.11962199999999
23.174495,79.935903
22.291605999999998,70.793217
23.801988,86.44324399999999
31.622336999999998,74.87533499999999
17.978423,79.60020899999999
25.444779999999998,81.84321700000001
34.085652,74.805553
19.880943,75.346739
21.209188,81.428497
17.671523,75.910437
23.347768,85.338564
26.26841,73.005943
26.176076000000002,91.76293199999999
30.736292,76.788398
26.229825,78.173369
8.485498,76.949238
10.815499,78.696513
15.349955,75.13861899999999
12.292664,76.638543
21.233333,81.633333
11.651164999999999,78.158672
20.272410999999998,85.833853
25.182544,75.839065
25.458872,78.579943
28.347022999999997,79.421934
27.881453000000004,78.07464
19.300229,73.058813
32.735686,74.869112
28.838931,78.776838
12.865371000000001,74.84243199999999
16.695632999999997,74.231669
20.933272,77.75152
30.324427000000004,78.033922
20.569974,74.515415
14.449917999999998,79.986967
26.735389,83.38064
13.932424,75.57255500000001
11.104096,77.346402
22.224964,84.864143
19.160227,77.314971
15.862642999999998,74.508534
16.856776999999997,74.56919599999999
19.950758,79.295229
26.452103,74.638667
20.522922,85.78813000000001
28.017622999999997,73.314955
21.774455,72.152496
29.153938,75.722944
22.080046,82.15543100000001
8.725181,77.684519
16.299737,80.457293
26.710034999999998,88.428512
23.182387,75.776433
14.469237,75.92375
20.709569000000002,76.998103
29.967896000000003,77.545221
17.335827,76.83757
22.866431,88.401129
20.901298999999998,74.777373
24.57951,73.690508
15.142048999999998,76.92398
8.805038,78.151884
15.828864999999999,78.03602099999999
24.796858,85.003852
27.614778,75.138671
13.341358,77.102203
8.881131,76.584694
19.094571,74.73843199999999
25.347071,74.640812
18.673151,78.10008
19.268553,76.77080699999999
25.573987,91.896807
18.399487,76.584252
9.451111000000001,77.55612099999999
25.244462,86.97183199999999
29.470914,77.703324
26.122593,85.390553
27.503501,77.672145
30.336245,76.392199
23.838766,78.738738
19.311514000000003,84.79290300000001
27.874115999999997,79.879327
28.6,77.2
28.894472999999998,76.589166
21.478072,83.990505
23.330331,75.040315
27.150917,78.397808
17.005171,81.777839
23.255716,87.85690600000001
17.913308999999998,77.530105
28.804495000000003,79.040305
16.960361,82.238086
29.387471,76.968246
17.247672,80.143682
23.253972,69.66928100000001
18.436738000000002,79.13221999999999
13.635504999999998,79.419888
15.269537,76.387103
12.545602,76.895078
27.566290999999996,76.610202
23.736701,92.714596
16.827714999999998,75.718988
24.808053,93.944203
26.758236,79.014875
16.205459,77.35566999999999
32.274842,75.652865
15.823849,80.352187
28.994778000000004,77.019375
25.144902,82.565335
28.729845,77.780681
21.641346,69.600868
27.215251000000002,77.492786
11.933812,79.829792
29.691971000000002,76.984483
8.177313,77.43437
10.785233,79.139093
25.775125,73.320611
23.836049,91.279386
15.503565,80.04454100000001
19.798254,85.824938
10.362853,77.975827
22.025278,88.05833299999999
28.403921999999998,77.857731
25.776703,87.47365500000001
14.7502,78.548129
28.460105,77.026352
21.273716,76.11737600000001
16.187466,81.13888
28.793044000000002,76.13968
15.477994,78.48360500000001
21.043649,75.78505799999999
27.598203,81.694709
26.168672,75.786111
29.534893,75.028981
18.11329,83.397743
12.905769,79.13710400000001
9.494647,76.331108
31.104422999999997,77.166623
13.828064999999999,77.491425
34.209004,74.342853
25.894282999999998,80.79210400000001
27.479888,94.90836999999999
27.598784000000002,80.75089
20.85,72.916667
28.038114,79.126677
11.746288999999999,79.764362
31.463217999999998,75.986418
12.869617,79.71946899999999
26.775485999999997,82.150182
24.827327,92.79786800000001
30.360993,76.79781899999999
23.405761,88.49073299999999
13.137679,78.129989
10.959789,79.377472
12.230203999999999,79.07295400000001
28.631245,79.804362
30.144533000000003,74.19552
11.666667,92.75
26.4835,89.522855
27.592698,78.01384300000001
10.325163,76.955299
24.752036999999998,84.374202
25.674673000000002,94.110988
27.325739000000002,88.612155
10.960277,78.076753
26.757509000000002,94.203055
15.498289000000002,73.824541
34.318174,74.457093
26.633333,92.8
27.102349,93.692047
20.414315,72.83236
20.273854999999998,72.996728
20.715115,70.987952
26.135638,91.800688
10.566667,72.616667
11.248016,75.780402
19.331589,79.46605100000001
26.913312,75.787872
23.216667,72.68333299999999
30.691512,76.853736
